,x,y,r,ptap,1,2,13,7,k1,k2,11,14,8,k3,k4,12,9,15,29,configuration,31,32,33,10
9,636,542,5,8,,492.8326287899372,417.80856860528843,340.00588230205665,326.5333061113368,192.50974001333023,56.0357029044876,240.0,0.0,191.54111830100607,324.8199501262199,332.74614948936676,342.0058479032193,415.0228909349459,520.0346142325528,store_in,242.52834885843757,128.65457628860312,197.71696942852427,
10,544,374,6,k3,,572.0174822503242,439.9318128983172,462.79585132107655,372.0,186.0,146.21901381147393,116.82465493208187,191.54111830100607,0.0,186.0,261.2278698760911,300.0933188193299,257.68973592287296,416.77331968349415,store_in,300.6725793949292,125.25174649480941,76.02631123499285,
11,482,418,7,33,,632.0126581010858,509.38394163931,508.8418221805279,436.22471273415954,251.87298386289865,170.1763790894612,192.80041493731284,197.71696942852427,76.02631123499285,131.5750736271882,186.81541692269406,224.11604137142882,218.15590755237412,352.0227265390688,store_in,360.0222215363935,180.01111076819674,0.0,
12,358,374,7,k4,,757.5222769001582,624.1666444147749,639.9062431325389,558.0,372.0,301.56922919953223,287.17242207426534,324.8199501262199,186.0,0.0,122.65398485169571,177.9100896520487,93.50935782048768,232.99785406737118,store_in,485.6500797899657,306.88760157425713,131.5750736271882,
13,308,486,5,12,,808.5369502997373,694.8064478687572,670.1790805448943,618.229730763573,436.6096654908134,330.0,376.0850967533811,332.74614948936676,261.2278698760911,122.65398485169571,0.0,55.78530272392541,182.3951753747889,189.15602025840997,store_in,538.8320703150472,360.85454133209964,186.81541692269406,
14,296,304,7,15,,826.4671802316169,682.0029325450148,719.7888579298793,623.9390995922599,439.6089171070123,387.41192547468125,340.00588230205665,415.0228909349459,257.68973592287296,93.50935782048768,182.3951753747889,236.00847442411893,0.0,203.66639388961548,store_in,556.9703762319859,382.7531841800928,218.15590755237412,
15,294,540,7,9,,828.4467393864255,724.2237223399962,682.0,643.7701453158572,466.5318852983148,348.2125787503949,416.66293331660785,342.0058479032193,300.0933188193299,177.9100896520487,55.78530272392541,0.0,236.00847442411893,202.03960007879644,store_in,562.2988529243146,388.329756778952,224.11604137142882,
16,130,422,7,29,,984.0,856.4484806455085,854.1896744868789,787.4642849044012,601.9169377912538,512.0156247615887,520.0346142325528,520.0346142325528,416.77331968349415,232.99785406737118,189.15602025840997,202.03960007879644,203.66639388961548,0.0,store_in,712.0449424018121,532.0338335106143,352.0227265390688,
0,1114,422,7,2,,0.0,182.87700784953805,183.09560344257315,205.67936211491906,388.9730067755345,480.28324975997236,492.3494693812516,494.77267507411926,574.0104528664962,759.5182683780555,808.5369502997373,830.4263964976066,828.4467393864255,,store_out,268.06715576511795,454.0176208034221,640.0124998779321,163.0828010551695
1,976,302,6,13,,182.87700784953805,0.0,238.00840321299583,95.01578816175763,258.2401982651036,384.83762809787714,340.00588230205665,417.80856860528843,439.9318128983172,624.1666444147749,692.8780556490442,724.2237223399962,682.0029325450148,,store_out,172.90459797240788,336.6184783995079,515.228104823485,184.39088914585776
2,974,540,7,7,,183.09560344257315,238.00840321299583,0.0,176.5106229097841,296.76927064640637,340.3116218996936,412.23779545306127,340.00588230205665,462.79585132107655,639.9062431325389,668.185602957741,682.0,719.7888579298793,,store_out,178.2133552795637,336.8679266418814,514.6688255567847,54.91812087098393
3,964,486,6,10,,163.0828010551695,184.39088914585776,54.91812087098393,122.65398485169571,261.2278698760911,326.0,375.11065034200243,334.7177915797127,436.6096654908134,618.229730763573,656.0,674.1661516273269,694.2794826292939,,store_out,137.20058308913997,311.5124395590006,494.6958661642525,0.0
4,914,374,7,k1,,205.67936211491906,95.01578816175763,176.5106229097841,0.0,186.0,297.85902705810344,286.67751917442007,326.5333061113368,372.0,558.0,616.2629308988169,643.7701453158572,623.9390995922599,,store_out,79.92496481075234,257.78285435614214,442.19452732931916,122.65398485169571
5,846,416,6,31,,268.06715576511795,172.90459797240788,178.2133552795637,79.92496481075234,125.25174649480941,219.46298093300382,238.0,246.61711213944582,306.88760157425713,491.7967059670083,542.5347915111067,567.7076712534366,563.2477252506219,,store_out,0.0,186.01075237738274,372.0053763052357,137.20058308913997
6,728,374,7,k2,,388.9730067755345,258.2401982651036,296.76927064640637,186.0,0.0,143.68020044529447,115.6027681329474,192.50974001333023,186.0,372.0,434.67689149528064,466.5318852983148,439.6089171070123,,store_out,125.25174649480941,80.99382692526635,257.78285435614214,261.2278698760911
7,660,418,5,32,,454.0176208034221,336.6184783995079,336.8679266418814,257.78285435614214,80.99382692526635,71.47027354082255,116.49892703368559,126.69648771769484,125.93649193144932,307.1677066359678,358.5080194361069,387.6957570054127,383.3431882791189,,store_out,186.01075237738274,0.0,186.0,311.5124395590006
8,638,486,6,11,,480.28324975997236,384.83762809787714,340.3116218996936,297.85902705810344,143.68020044529447,0.0,182.0109886792553,56.142675390472796,147.5127113166862,303.42709173704316,330.0,350.18852065708836,389.17862222891944,,store_out,219.46298093300382,71.47027354082255,177.53872816937718,326.0
9,636,304,7,14,,492.3494693812516,340.00588230205665,412.23779545306127,286.67751917442007,115.6027681329474,182.0109886792553,0.0,238.00840321299583,117.2006825918689,288.61739379323626,375.11065034200243,417.17142759302203,342.0,,store_out,238.0,116.49892703368559,198.09088823063013,375.11065034200243
10,634,542,8,8,,494.77267507411926,417.80856860528843,340.00588230205665,326.5333061113368,192.50974001333023,56.142675390472796,238.00840321299583,0.0,191.54111830100607,324.8199501262199,330.7748478950599,342.0058479032193,415.0228909349459,,store_out,246.61711213944582,126.69648771769484,202.4252948620799,334.7177915797127
11,542,374,7,k3,,574.0104528664962,439.9318128983172,462.79585132107655,372.0,186.0,147.5127113166862,117.2006825918689,191.54111830100607,0.0,186.0,259.42243542145695,300.0933188193299,257.68973592287296,,store_out,306.88760157425713,125.93649193144932,80.99382692526635,436.6096654908134
12,474,418,7,33,,640.0124998779321,515.228104823485,514.6688255567847,442.19452732931916,257.78285435614214,177.53872816937718,198.09088823063013,202.4252948620799,80.99382692526635,125.93649193144932,179.38784797192923,219.10727965998757,213.06337085477645,,store_out,372.0053763052357,186.0,0.0,494.6958661642525
13,356,374,7,k4,,759.5182683780555,624.1666444147749,639.9062431325389,558.0,372.0,303.42709173704316,288.61739379323626,324.8199501262199,186.0,0.0,121.85236969382254,177.9100896520487,93.50935782048768,,store_out,491.7967059670083,307.1677066359678,125.93649193144932,618.229730763573
14,308,486,7,12,,808.5369502997373,692.8780556490442,668.185602957741,616.2629308988169,434.67689149528064,330.0,375.11065034200243,330.7748478950599,259.42243542145695,121.85236969382254,0.0,56.32051136131489,182.53766734567415,,store_out,542.5347915111067,358.5080194361069,179.38784797192923,656.0
15,294,304,7,15,,828.4467393864255,682.0029325450148,719.7888579298793,623.9390995922599,439.6089171070123,389.17862222891944,342.0,415.0228909349459,257.68973592287296,93.50935782048768,182.53766734567415,236.00847442411893,0.0,,store_out,563.2477252506219,383.3431882791189,213.06337085477645,694.2794826292939
16,292,540,8,9,,830.4263964976066,724.2237223399962,682.0,643.7701453158572,466.5318852983148,350.18852065708836,417.17142759302203,342.0058479032193,300.0933188193299,177.9100896520487,56.32051136131489,0.0,236.00847442411893,,store_out,567.7076712534366,387.6957570054127,219.10727965998757,674.1661516273269
